[lark-cli] [WARN] proxy detected: HTTPS_PROXY=http://127.0.0.1:7890 — requests (including credentials) will transit through this proxy. Set LARK_CLI_NO_PROXY=1 to disable proxy.
`_record_id` is metadata for record operations, not a table field.

| _record_id | 单位简称 | 发表论文 | 办公地址 | 营收规模(万人民币) | 行业新闻 | 关键研发人员 | 主研装置 | 荣誉奖励 | 软著 | 网站主页 | 对接人 | 参研装置 | 发布代码 | 研发方向 | 单位角色 | 发表专利 | 人员数量 | 签订服务合同 | 单位类型 | 单位简介 | 上级单位 | 全名 | 需求 | 融资进度 | 所在地区 | 联系邮箱 | 成立时间 | 签订供应合同合同 | 最新估值/市值 |
| recvk9ZmAn8SHo | MIT |  | 77 Massachusetts Avenue, Cambridge, MA 02139-4307, USA |  |  | [] | [{"id":"recvk1TmXUEsbR"}] |  |  | [https://www.mit.edu](https://www.mit.edu/) |  | [{"id":"recvk1SGzPzO4o"}] | [{"id":"recvkkeInGJf6E"},{"id":"recvkp7iSZdynm"},{"id":"recvkp7iSZ04fz"},{"id":"recvkp7iSZm1cm"},{"id":"recvkp7iSZaX2v"},{"id":"recvkp7iSZsbEY"}] | 高温超导磁体、SPARC/ARC托卡马克、等离子体物理、聚变工程 | ["暂无"] |  |  |  | ["高等院校"] | 麻省理工学院，全球聚变研究顶尖高等院校，与CFS合作开发REBCO高温超导磁体和SPARC/ARC托卡马克，开创高温超导聚变新范式。 |  | Massachusetts Institute of Technology |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAnUZYN | LANL |  |  |  |  |  |  |  |  | [https://www.lanl.gov](https://www.lanl.gov/) |  | [] | [{"id":"recvjRPrWaKU9s"}] | 惯性约束聚变、高能量密度物理、等离子体模拟、NIF合作 | ["暂无"] |  | 12000 |  | ["科研机构"] | 洛斯阿拉莫斯国家实验室，美国三大核武器实验室之一，在惯性约束聚变、高能量密度物理和聚变等离子体模拟方面全球领先。 |  | 洛斯阿拉莫斯国家实验室 |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAnqCl5 | SNL |  |  |  |  |  | [] |  |  | [https://www.sandia.gov](https://www.sandia.gov/) |  | [] |  | Z箍缩聚变、脉冲功率技术、高能量密度物理、Z Machine | ["暂无"] |  | 11000 |  | ["科研机构"] | 桑迪亚国家实验室，运营全球最大脉冲功率装置Z Machine，在Z箍缩聚变和高能量密度物理领域世界领先。 |  | 桑迪亚国家实验室 |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAn12zH | EPFL |  |  |  |  |  |  |  |  | [https://www.epfl.ch](https://www.epfl.ch/) |  |  | [{"id":"recvkp7iSZ0voY"},{"id":"recvkp7iSZsFQX"},{"id":"recvkp7iSZ4yM9"},{"id":"recvkp7iSZ4HT9"},{"id":"recvkp7iSZacii"},{"id":"recvkp7iSZ85sq"},{"id":"recvkp7iSZVwDg"}] | TCV托卡马克、等离子体控制、AI聚变、实时物理 | ["暂无"] |  | 6000 |  | ["高等院校"] | 瑞士洛桑联邦理工学院，运营TCV托卡马克，在等离子体控制、实时等离子体物理和AI聚变控制方面全球领先，与DeepMind合作开创AI核聚变控制新范式。 |  | 瑞士洛桑联邦理工学院 |  |  | ["欧洲"] |  |  |  |  |
| recvk9ZmAntFsX | UCLA |  | 405 Hilgard Avenue, Los Angeles, CA 90095, USA |  |  |  | [] |  |  | [https://www.ucla.edu](https://www.ucla.edu/) |  |  | [{"id":"recvjRPrWaDp50"}] | 等离子体模拟（PIC）、激光等离子体加速、聚变计算物理 | ["暂无"] |  |  |  | ["高等院校"] | 加州大学洛杉矶分校，在等离子体模拟（OSIRIS代码）、激光等离子体加速器和聚变计算物理方面全球领先。 |  | University of California, Los Angeles |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAnV6t3 | Thea Energy |  | Kearny, New Jersey, USA |  | [{"id":"recvk9U8eg82TO"}] | [{"id":"recvkiVxycTnwm"},{"id":"recvkiVxycioBi"}] | [{"id":"recvk9W5vuEPGS"}] |  |  | [https://www.thea.energy](https://www.thea.energy/) |  |  |  | 仿星器聚变、平面线圈阵列、超导磁体、中子源 | ["暂无"] |  | 70 |  | ["国外企业"] | PPPL/普林斯顿大学衍生仿星器公司，采用全平面电磁线圈独特设计，获DOE Milestone聚变计划支持，2024年完成$20M Series A融资。 |  | Thea Energy, Inc. (formerly Princeton Stellarators, Inc.) |  | [{"id":"recvk9ZXR6P4eN"}] | ["美国"] |  | 2022-01-01 00:00:00 |  |  |
| recvk9ZmAnnQ08 | OpenStar Technologies |  | Wellington, New Zealand |  |  | [{"id":"recvkiVxyc7bj5"},{"id":"recvkiVxyctwE1"},{"id":"recvkiVxyc8SAA"}] | [{"id":"recvk9W5vuVuru"}] |  |  | [https://openstar.tech](https://openstar.tech/) |  |  |  | 悬浮偶极子磁约束聚变、高温超导磁体、等离子体物理 | ["暂无"] |  | 55 |  | ["国外企业"] | 新西兰首家聚变公司，全球唯一悬浮偶极子（levitated dipole）路线，2024年实现等离子体20秒/30万°C突破，累计融资NZ$20M。 |  | OpenStar Technologies Limited |  |  | ["新西兰"] |  | 2021-01-01 00:00:00 |  |  |
| recvk9ZmAnx5Wt | UKAEA |  | Culham Campus, Oxfordshire, UK |  |  | [{"id":"recvkiVxyc1M4E"},{"id":"recvkiVxycDXw1"},{"id":"recvkiVxyczuf4"},{"id":"recvkiVxycHpfp"},{"id":"recvkiVxycfdmL"},{"id":"recvkiVxyckOZi"},{"id":"recvk2FPyZYI0z"}] | [{"id":"recvkiVLpW0S1W"},{"id":"recvk1TmXUVVz5"},{"id":"recvk1TmXUIXoX"},{"id":"recvk1YGDnP47R"}] |  |  | [https://www.gov.uk/ukaea](https://www.gov.uk/ukaea) |  | [] | [{"id":"recvkkeInGFU6m"},{"id":"recvkkeInGFRGR"},{"id":"recvkkeInGO8bd"},{"id":"recvkkeInGhzVf"},{"id":"recvkkeInGgNlu"},{"id":"recvkkeInGv3Pp"},{"id":"recvkkeInGVEy1"},{"id":"recvjRPrWac9I8"},{"id":"recvkkeInG1V0O"},{"id":"recvkp7iSZIBhM"}] | 球形托卡马克（MAST Upgrade）、STEP聚变原型堆、聚变堆工程、远程维护 | ["暂无"] |  | 2000 |  | ["科研机构"] | 英国原子能管理局，运营MAST Upgrade球形托卡马克和原JET（欧洲联合环），负责英国STEP聚变原型堆项目。 |  | 英国原子能管理局 |  |  | ["欧洲"] |  |  |  |  |
| recvk9ZmAnhzMp | QST |  |  |  |  | [{"id":"recvkiVxyccsa3"}] | [{"id":"recvk1TmXUco1w"}] |  |  | [https://www.qst.go.jp](https://www.qst.go.jp/) |  |  |  | JT-60SA托卡马克、超导磁体、聚变等离子体、ITER贡献 | ["暂无"] |  | 1000 |  | ["科研机构"] | 日本国立量子科学技术研究开发机构，运营全球最大超导托卡马克JT-60SA，日本聚变研究核心机构。 |  | 日本国立量子科学技术研究开发机构 |  |  | ["日本"] |  |  |  |  |
| recvk9ZmAnvgWK | Xcimer Energy |  | Denver, Colorado, USA |  | [{"id":"recvk9U8egVvKq"},{"id":"recvlOL8wd5hH7"}] | [{"id":"recvkiVxyc8HUw"},{"id":"recvkiVxycGsv2"}] | [{"id":"recvk9W5vuVJjZ"}] |  |  | [https://www.xcimer.energy](https://www.xcimer.energy/) |  |  |  | 准分子激光驱动惯性约束聚变、高重频激光器、靶丸设计 | ["暂无"] |  | 50 |  | ["国外企业"] | 准分子激光惯性约束聚变公司，FIA成员，入选DOE Milestone聚变计划，开发低成本高重频激光驱动聚变方案。 |  | Xcimer Energy Inc. |  | [{"id":"recvk9ZXR6jIp4"}] | ["美国"] |  | 2022-01-01 00:00:00 |  |  |
| recvk9ZmAnzaI3 | Renaissance Fusion |  | Grenoble, France |  |  | [{"id":"recvkiVxyc4l18"}] | [{"id":"recvkiVLpWrMD7"}] |  |  | [https://renfusion.eu](https://renfusion.eu/) |  |  |  | 仿星器聚变、超导磁体涂覆、液态锂第一壁、中子屏蔽 | ["暂无"] |  | 40 |  | ["国外企业"] | 法国仿星器聚变初创公司，开发超导仿星器磁体涂覆及液态锂壁技术，获欧盟和法国政府资助。 |  | Renaissance Fusion SAS |  |  | ["欧洲"] |  | 2021-01-01 00:00:00 |  |  |
| recvk9ZmAnuM7A | Blue Laser Fusion |  | Goleta, California, USA |  |  |  | [{"id":"recvk9W5vu5hYs"}] |  |  | [https://www.bluelaserfusion.com](https://www.bluelaserfusion.com/) |  |  |  | 蓝光激光惯性约束聚变、高功率半导体激光器 | ["暂无"] |  | 30 |  | ["国外企业"] | 由诺贝尔物理学奖得主中村修二（Shuji Nakamura）创立，聚焦蓝光激光惯性约束聚变路线，获日本政府及美国投资者支持。 |  | Blue Laser Fusion, Inc. |  | [{"id":"recvk9ZXR6F3SZ"}] | ["美国"] |  | 2022-01-01 00:00:00 |  |  |
| recvk9ZmAnBntl | EX-Fusion |  | Osaka, Japan |  |  |  |  |  |  | [https://ex-fusion.com](https://ex-fusion.com/) |  |  |  | 激光惯性约束聚变、高重频激光器、靶丸注入系统 | ["暂无"] |  | 25 |  | ["国外企业"] | 日本激光聚变初创公司，源自大阪大学激光工程研究所，开发高重频激光聚变技术，获日本政府NEDO资助。 |  | EX-Fusion Inc. |  | [{"id":"recvkiWaasfbcx"},{"id":"recvkiWaaskgZr"}] | ["日本"] |  | 2023-01-01 00:00:00 |  |  |
| recvk9ZmAni8je | Avalanche Energy |  | Tukwila, Washington, USA |  | [{"id":"recvk9U8eglbMM"}] |  | [{"id":"recvk9W5vugBA4"}] |  |  | [https://www.avalanche.energy](https://www.avalanche.energy/) |  |  |  | 静电约束聚变、微型聚变电源、太空推进 | ["暂无"] |  | 35 |  | ["国外企业"] | 静电约束聚变初创公司，FIA成员，开发微型聚变电源（FusionWERX），目标为太空推进和偏远地区供电。 |  | Avalanche Energy, Inc. |  | [{"id":"recvka1CBikOsC"},{"id":"recvkjrOfZoioe"}] | ["美国"] |  | 2018-01-01 00:00:00 |  |  |
| recvk9ZmAnAOj8 | Kyoto Fusioneering |  | Kyoto, Japan |  | [{"id":"recvk9U8egzq3q"}] | [{"id":"recvkiVxycZkXN"},{"id":"recvkiVxycDjRX"},{"id":"recvkiVxycRUUF"}] | [{"id":"recvk9W5vuCJZQ"}] |  |  | [https://www.kyotofusioneering.com](https://www.kyotofusioneering.com/) |  |  |  | 聚变堆工程设计、氚增殖包层、高温热交换、聚变堆关键部件 | ["暂无"] |  | 120 |  | ["国外企业"] | 日本聚变工程公司，全球聚变堆关键子系统供应商，聚焦氚增殖包层、高温热利用和聚变堆工程设计，与UKAEA、ITER等合作。 |  | Kyoto Fusioneering Ltd. |  | [{"id":"recvjYDkV9q7Ge"},{"id":"recvkiWaasNTgj"},{"id":"recvlG3vyT3LE7"}] | ["日本"] |  | 2019-01-01 00:00:00 |  | 5000000000 |
| recvk9ZmAn79xD | Novatron Fusion Group |  | Stockholm, Sweden |  |  |  |  |  |  | [https://www.novatronfusion.com](https://www.novatronfusion.com/) |  |  |  | 磁镜约束聚变、轴对称磁场设计、稳态等离子体 | ["暂无"] |  | 30 |  | ["国外企业"] | 瑞典磁镜聚变初创公司，开发新型'Novatron'轴对称磁镜约束概念，获欧盟EIC加速器资助。 |  | Novatron Fusion Group AB |  |  | ["欧洲"] |  | 2019-01-01 00:00:00 |  |  |
| recvk9ZmAn69kT | nT-Tao |  | Tel Aviv, Israel |  |  | [{"id":"recvkiVxycm7gd"}] | [{"id":"recvkiVLpWQTCe"}] |  |  | [https://www.nt-tao.com](https://www.nt-tao.com/) |  |  |  | 紧凑型仿星器、等离子体约束优化、3D磁场设计 | ["暂无"] |  | 25 |  | ["国外企业"] | 以色列仿星器聚变初创公司，开发紧凑型仿星器设计方案，获以色列创新局和私人投资者支持。 |  | nT-Tao Ltd. |  | [{"id":"recvk9ZXR63jOw"}] | ["以色列"] |  | 2019-01-01 00:00:00 |  |  |
| recvk9ZmAnytmd | SHINE Technologies |  | Janesville, Wisconsin, USA |  |  |  | [{"id":"recvk9W5vuY9KP"}] |  |  | [https://www.shinefusion.com](https://www.shinefusion.com/) |  |  |  | 加速器驱动聚变、中子源、医用同位素生产、聚变中子应用 | ["暂无"] |  | 250 |  | ["国外企业"] | 加速器中子源聚变技术公司，全球医用同位素主要供应商之一，同时开发聚变中子应用和聚变能技术。 |  | Shine Technologies, LLC |  | [{"id":"recvkiWaasZx2o"},{"id":"recvkjrOfZZBrI"},{"id":"recvkjrOfZanXX"},{"id":"recvkjrOfZY9jz"},{"id":"recvk9ZXR6Nguv"},{"id":"recvk9ZXR6NAgf"},{"id":"recvkiWaaseQA7"}] | ["美国"] |  | 2005-01-01 00:00:00 |  |  |
| recvk9ZmAnYmT6 | EMC2 |  | San Diego, California, USA |  |  |  |  |  |  | [https://www.emc2fusion.org](https://www.emc2fusion.org/) |  |  |  | Polywell惯性静电约束聚变、电子约束、p-B11聚变 | ["暂无"] |  | 15 |  | ["国外企业"] | 全球最早聚变初创公司之一，由Robert Bussard创立，开发Polywell惯性静电约束聚变概念，美国海军长期资助。 |  | Energy/Matter Conversion Corporation (EMC2) |  |  | ["美国"] |  | 1985-01-01 00:00:00 |  |  |
| recvk9ZmAn71eU | NearStar Fusion |  |  |  |  |  |  |  |  | [https://www.nearstarfusion.com](https://www.nearstarfusion.com/) |  |  |  | 磁惯性约束聚变、等离子体加速器、靶丸撞击 | ["暂无"] |  | 10 |  | ["国外企业"] | 美国磁惯性约束（靶丸撞击）聚变初创公司，开发超高速等离子体加速器撞击靶丸实现聚变。 |  | NearStar Fusion Inc. |  |  | ["美国"] |  | 2021-01-01 00:00:00 |  |  |
| recvk9ZmAn0cAd | KFE |  | Daejeon, South Korea |  |  | [{"id":"recvkiVxycxCbO"},{"id":"recvkiVxycKEr8"}] |  |  |  | [https://www.kfe.re.kr](https://www.kfe.re.kr/) |  |  |  | KSTAR全超导托卡马克、长脉冲高性能等离子体、K-DEMO聚变示范堆设计、ITER采购 | ["暂无"] |  | 800 |  | ["科研机构"] | 韩国核聚变能源研究院，运营全球领先的全超导托卡马克KSTAR，2021年实现1亿℃等离子体30秒约束世界纪录，承担ITER韩国采购包和K-DEMO设计。 |  | Korea Institute of Fusion Energy (한국핵융합에너지연구원) |  |  | ["韩国"] |  | 2005-01-01 00:00:00 |  |  |
| recvk9ZmAn9ayb | NIFS |  | Toki, Gifu, Japan |  |  | [{"id":"recvk2GZhJuzXe"},{"id":"recvkiVxycXlM1"}] | [{"id":"recvk1TmXUUmAK"}] |  |  | [https://www.nifs.ac.jp](https://www.nifs.ac.jp/) |  |  | [{"id":"recvkp7iSZtCfs"}] | 仿星器/螺旋器聚变物理、LHD装置、超导磁体、稳态等离子体 | ["暂无"] |  | 500 |  | ["科研机构"] | 日本核融合科学研究所，运营全球最大超导仿星器LHD（Large Helical Device），世界仿星器/螺旋器研究核心机构。 |  | National Institute for Fusion Science (核融合科学研究所) |  |  | ["日本"] |  | 1989-01-01 00:00:00 |  |  |
| recvk9ZmAnnNxN | ENEA |  | Frascati, Rome, Italy |  |  |  | [{"id":"recvk9W5vudMTk"},{"id":"recvk9W5vu7o6b"}] |  |  | [https://www.enea.it](https://www.enea.it/) |  |  |  | FTU托卡马克、聚变等离子体物理、超导磁体技术、ITER采购包 | ["暂无"] |  | 2000 |  | ["科研机构"] | 意大利国家新技术能源署，运营FTU（Frascati Tokamak Upgrade）托卡马克，在聚变等离子体物理、超导磁体和ITER贡献方面有重要地位。 |  | Italian National Agency for New Technologies, Energy and Sustainable Economic Development (ENEA) |  |  | ["欧洲"] |  | 1982-01-01 00:00:00 |  |  |
| recvk9ZmAnRGc2 | 华中科技大学 |  | 湖北省武汉市洪山区珞喻路1037号 |  |  | [{"id":"recvkiVxycBVkb"},{"id":"recvkiVxyczjjr"},{"id":"recvkiVxycjtK5"},{"id":"recvkiVxycsqvQ"},{"id":"recvkiVxycFCfU"},{"id":"recvkiVxyc0q1E"},{"id":"recvkiVxycfbIl"},{"id":"recvkiVxycxynP"}] | [{"id":"recvk9W3PHYe0f"}] |  |  | [https://www.hust.edu.cn](https://www.hust.edu.cn/) |  | [] |  | 托卡马克等离子体物理、破裂控制、共振磁扰动（RMP）、J-TEXT装置 | ["暂无"] |  | 50 |  | ["高等院校"] | 中国聚变研究重要高等院校，拥有J-TEXT中型托卡马克装置（原TEXT-U），聚焦等离子体破裂控制和共振磁扰动研究，与ITER和中国聚变工程实验堆紧密合作。 |  | 华中科技大学 (Huazhong University of Science and Technology) |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnQbiB | 西安交通大学 |  | 陕西省西安市咸宁西路28号 |  |  | [{"id":"recvkiVxycK3wD"}] |  |  |  | [https://www.xjtu.edu.cn](https://www.xjtu.edu.cn/) |  |  |  | 聚变核工程、聚变材料辐照效应、聚变中子源、核能系统设计 | ["暂无"] |  |  |  | ["高等院校"] | 在聚变核能工程、聚变堆材料辐照损伤和聚变中子源技术方面有重要研究，核科学与技术学科国内领先。 |  | 西安交通大学 (Xi'an Jiaotong University) |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAn2Bug | 哈尔滨工业大学 |  | 黑龙江省哈尔滨市南岗区西大直街92号 |  |  | [{"id":"recvkiVxycOOjf"},{"id":"recvkiVxycnait"}] |  |  |  | [https://www.hit.edu.cn](https://www.hit.edu.cn/) |  |  |  | 聚变堆材料、等离子体与壁相互作用、电磁结构设计 | ["暂无"] |  |  |  | ["高等院校"] | 在聚变堆结构材料、等离子体与壁相互作用和聚变装置电磁结构设计方面有特色研究。 |  | 哈尔滨工业大学 (Harbin Institute of Technology) |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAnWHvp | 核工业学院 |  | 北京市 |  |  |  |  |  |  |  |  |  |  | 聚变人才培养、核工程教育、聚变技术培训 | ["暂无"] |  |  |  | ["高等院校"] | 中核集团直属教育培训机构，承担聚变领域人才培养、技术培训和继续教育任务。 |  | 核工业学院 (Nuclear Industry Institute) |  |  | ["中国"] |  |  |  |  |
| recvk9ZmAngDxU | FIA |  |  |  |  | [{"id":"recvkiVxycxfLL"}] |  |  |  | [https://www.fusionindustryassociation.org](https://www.fusionindustryassociation.org/) |  |  |  | 聚变产业政策、会员网络、行业报告、供应链协同 | ["暂无"] |  |  |  | ["行业组织"] | 全球私营聚变产业协会，会员覆盖聚变开发商、供应链、投资方、公共机构和高校，是跟踪商业聚变公司名录的重要来源。 |  | Fusion Industry Association |  |  | ["美国"] |  |  |  |  |
| recvk9ZmAnwNSI | EUROfusion |  |  |  | [{"id":"recvjRShnQvso3"}] | [{"id":"recvkiVxycvuRc"},{"id":"recvkiVxycc46k"}] |  |  |  | [https://euro-fusion.org](https://euro-fusion.org/) |  |  | [{"id":"recvkkeInG2lQy"},{"id":"recvkp7iSZQJXA"},{"id":"recvkp7iSZdjm4"},{"id":"recvkp7iSZa0LR"},{"id":"recvkp7iSZbb8K"}] | 聚变能路线图、JET 数据利用、EU-DEMO、材料与燃料循环、等离子体物理 | ["暂无"] |  |  |  | ["国际组织"] | 欧洲聚变研究联合体，统筹欧洲托卡马克、仿星器、材料和 DEMO 相关研发，IAEA 装置名录中 JET 与 EU-DEMO 均归入其体系。 |  | EUROfusion Consortium |  |  | ["欧洲"] |  |  |  |  |
| recvk9ZmAngP92 | US ITER |  |  |  |  | [{"id":"recvkiVxycYsgL"}] |  |  |  | [https://www.usiter.org](https://www.usiter.org/) |  |  |  | ITER 部件交付、中央螺线管、真空与加热系统、项目工程 | ["暂无"] |  |  |  | ["科研机构"] | 美国 ITER 国内机构，由 ORNL 管理并负责美国对 ITER 的硬件、工程和项目交付。 |  | US ITER Project Office |  |  | ["美国"] |  |  |  |  |

Meta: count=50; has_more=true; record_scope=all_records; field_scope=all_fields
=== BATCH_END_50 ===
